"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80"
"1" -1556.69211596782 170.287944499635 346.065542912663 309.405976472816 -620.583040970635 230.046028113069 503.786222414956 -710.983139459083 -90.4804145609164 58.834131565246 -327.743492006337 -283.761555435898 -94.8838874415155 86.6855102265031 -182.51670237136 -65.431391257548 124.557763951144 -144.335105669287 -37.7017963865973 -68.5150947735505 -32.798348754392 -178.122170294096 30.1825951833359 103.074619774829 -120.864701134522 122.939199295455 -172.525777726392 36.2038176172146 7.21078979966484 144.860009191449 123.515258732413 82.6697129940505 21.7020185875556 -197.164430422273 -32.7604291641651 -44.6143683237034 75.4778930823388 -137.861749217484 95.4822053707147 121.970540706836 66.5717004640164 -44.0603683070378 -4.22437916331179 -136.187562212322 115.731546869316 67.5860240980546 74.005700644374 -67.566917596433 61.4407828770473 -144.816894284597 89.004756962736 -25.3026110780687 43.5934491901892 -17.0676944139545 20.126183292077 95.1822397663573 234.768316399108 -10.4223224819657 -22.8135967654102 -34.8429037490564 84.101540158636 -169.974908786513 -48.6543568804587 76.8761490750959 5.68360072969636 -125.664207218717 19.4495511028425 106.226984101204 83.7352160471021 -86.0994041851101 2.01435108380929 28.7676880117364 -160.432500590318 -100.259894962557 70.2183200178805 107.979979557154 4.19808978211069 -13.3643645002732 -67.4170697569935 7.90915142803448
"2" -260.366359821259 1620.75455486563 -445.957840226933 1229.85622590816 -176.795817573682 424.81834684814 -381.380274371936 -508.367501441612 -259.533534970572 498.865905170578 -12.1677720450833 269.287639495575 -366.811362459383 -88.0759650819033 225.377922302355 -242.408541671829 177.499135214871 156.358794318302 14.1858595437994 534.940427711867 47.6142194798089 -270.583607556822 182.746184400769 55.0205621663583 154.828277796715 -173.929698642637 -101.184078683948 44.1491986338265 131.283888745203 121.492433630135 -139.673259488565 -65.0557891690374 -72.1237944255882 -99.8092658114789 -46.2168467442243 66.3242955668672 16.245535588243 2.89679174820645 32.151023637093 -62.4843694280503 16.7290759734016 11.8081652008675 238.098218066834 -35.7969954819011 139.29943884073 67.4946845715839 96.9292467786827 170.280995216465 -77.6513815271596 44.4799634066616 7.03648711126611 -150.760808861662 -28.2554356966162 149.120642585938 67.9546760526271 -13.3926005994375 -17.4396388336216 -41.43698505744 92.2272690992137 -114.017936366891 187.577118409284 -1.46615366929502 -67.0067250723028 214.300639403766 6.16748564361824 -129.362700597084 10.2670065601962 -155.670312666273 -46.0339961778659 112.350438661638 14.5116636780471 45.4992234786727 -49.7097309126264 75.5466200133652 -77.0180959809209 -8.74806974446689 4.93247237985179 -23.2760885069308 -9.68331362407776 15.0446193959126
"3" -1280.89374026953 373.287818547484 -54.6805165378938 268.922307119792 -638.899403364803 405.242849486977 540.193344763223 -771.823416565008 -378.85860699211 145.193491102456 -415.067358589377 40.1498556702089 -120.281483391549 -208.587196882292 -233.682938845878 -229.393422203157 267.394502512701 -156.510024033221 -24.4926659039485 -101.652270825063 -180.082219280994 -169.285754194063 -266.979539322518 163.381989969889 -191.992705095133 287.186491453926 207.48952013984 38.9124969522303 112.04045104573 -131.773179157199 -33.4308236353869 -37.4107973435752 121.817311091976 -124.780676418252 1.3399231706504 -42.2008040141452 143.445779864064 31.8323159777584 26.2378612707868 -128.271680311455 159.413975015075 269.292119495729 -29.0576302322934 -112.952223234619 133.492533139587 -332.009100302413 -77.8263434718023 -17.5461752794524 79.493666474404 137.258295968597 204.437604703135 155.258830897674 -57.5495888438386 53.6039216176762 -22.7913339722816 67.8013226715985 102.905895546989 -10.4560989419749 -116.149522441705 31.0333567676342 58.7368186645914 -179.825542276274 4.29292457271897 -3.15525143608168 56.4395289688901 43.1281790781763 -1.71756982976029 30.9320129928087 69.7839710534065 64.7520121312948 66.5004316334954 84.5081995927307 -40.7054595468355 115.284287305261 -36.7922099440256 46.7787764650371 -34.9113903671284 -64.5061096890407 -21.1941099190728 36.8982867655853
"4" -1029.36551005052 -2741.31455308498 -22.2312253127744 -53.3416980228262 -340.603055183488 200.486199646051 -283.332876542159 -95.818110759943 -45.8129836691646 27.1600918804283 299.322739819169 -119.853856529509 -178.24985079199 20.70048158811 -26.8197185401653 346.506270178312 155.014514863776 -165.523943862482 18.1143557159906 -86.0583617947661 44.8915143422016 -62.7055951880097 -98.6294348445399 -87.6669640607195 125.420706902879 -11.8738594203746 -59.7505438268215 278.654520439205 168.35845760472 -93.9988297981505 -39.1788575256583 -57.2842607286985 52.1706965998124 -251.129651016618 -46.782779334687 210.175578682208 -66.0646258029739 9.36818039309991 -107.143151787785 -118.17452722445 14.7432022757615 -39.9335074271486 37.4876419742166 -42.3573096766554 -28.411195734043 -164.547133694089 15.6006909238452 -68.1331414703863 -107.233727504107 -49.5729060058029 24.058733965153 -14.785546853038 -11.6493267612527 104.329038496562 -94.6567748970401 -5.18028529529255 145.077017795567 47.4905370639315 -14.8378862555734 108.320796382921 22.2130832715133 129.011897430663 81.2528124875724 34.9150595666228 -75.6499022771318 -133.553668294452 16.0562480759306 95.7296291740528 -3.84587069860456 15.6273891478451 119.853598254434 43.5057771901999 9.06016729965155 -81.2847523476736 -41.5668325063677 -39.1957377793342 -20.3161979583476 -2.92410319920945 67.1768957356115 -23.9105241674145
"5" -958.805644009008 797.117147556996 -883.99417644372 859.945454222903 -674.122174960287 439.341703741628 -278.806965165111 -276.084481812429 -265.115102719728 247.842293781871 84.6763439557188 -151.579264334608 -168.731578859149 -4.03318679509383 114.248509737601 172.115106377027 118.22081209887 179.298251672087 63.8779995749869 281.153098734724 169.41337498887 -212.527494478198 19.555948153106 143.657224359003 177.666462467968 57.7843665284966 53.8319043054277 247.754405629991 90.0647687097882 22.5113071670209 -123.710904976883 -276.950764496408 -186.776390401238 143.444361795182 -51.6465332962928 150.942393412559 -83.7236273365663 47.4855137410894 83.193330403073 -210.190800091211 -159.160247793395 -176.518451807108 167.030051793702 91.4134170188764 -72.1414603050483 63.9605990675417 284.163506726881 156.530769487101 37.4589989215853 -0.758905620786942 84.3888189062473 -121.782719039413 -343.238382400176 190.499691740732 66.4864126963176 -60.2883303987069 -4.67512018127239 -88.0029813782551 -87.023025334737 -26.1615022265264 178.442589321187 -48.8337998392638 -80.7647092434553 181.359711561689 75.2389191908731 83.9567100656419 -41.1726893211673 -17.0398677179147 144.990428792197 142.875300947397 15.981828366907 162.533308118844 -53.1844944805699 17.2321678625317 -46.6466295073767 47.9197149121433 -69.479277377158 80.5384087782811 1.1700238158613 -35.1509772641986
"6" -1259.37739064637 -1608.67398380682 150.696946366786 96.7371842237869 -324.597196098709 263.779544489753 -305.334980570284 -425.963865449323 -4.98121128078409 -271.860910340437 388.514591374725 -500.619481401565 -185.744057057947 130.968015639234 -57.4535424602787 328.022731869081 265.751573724382 -247.844839640541 304.841656284076 -311.674787387444 -131.967335845044 -7.62219546565056 -17.4334487695585 149.511510654339 516.824105694295 87.9160983538247 -231.603009423707 253.111597956948 -30.333523125812 -250.094417771932 -196.853860600282 -68.9571538702669 270.577397461274 -239.594276206317 -163.894449553886 -22.5188791369245 33.7959268286123 14.5441836577994 -127.630456003314 21.4259918900262 -14.0821160827775 1.37425133834443 36.2530271971795 93.1655802213359 -125.847771645081 -313.981351402257 -140.268601438931 -99.138933969194 -236.397707062172 44.9295147508511 0.462046818509551 -173.781303539151 172.775969420498 30.1709387220713 33.5610238740465 -13.0906866735705 -13.3836087578854 -48.6479367232078 148.338806616404 138.386446164544 124.535274724572 131.290264213965 138.315101850002 -25.2145549441832 -261.227594680509 57.141585966807 -30.4161267183361 -31.3008603778332 -51.8281162470407 -37.7140015309576 119.773130645728 -25.9168229673003 -160.072383555453 -5.97155832757736 5.86620787707774 18.3857662873146 -14.0170381838919 47.9730283647627 -171.225950647471 -7.12222051844642
"7" -1483.9345559157 17.7644229198348 895.739569374897 466.699063336235 -485.364627616185 280.68114744454 78.0952135366312 -442.291600572161 -4.21434818490889 249.668916345885 -31.9089998240155 -67.6162841552522 -86.8883119987175 -244.176936812405 -178.183557653615 -18.5111375306493 -270.378460762794 -13.4870494529191 -206.603097294531 310.224273510119 31.4023580150344 -60.1768622220141 -84.8828297523562 -118.50538371331 -135.066722569091 -161.901919927718 -150.079456331663 -76.1133427384862 -197.157342807433 -10.871151853039 75.6540737359011 -93.5140306107591 -23.9574782741265 -116.467129973578 -14.2450741448082 263.613460884574 -60.5322550664862 -183.605892030171 -60.3153868695882 104.819755235364 7.43946462647446 -54.3553291671483 8.63264747008262 -32.6023445540092 169.110852858933 23.4324488527017 -49.8707816386334 46.7032419770549 -6.67780954884768 -37.8355068304691 -0.136095864895768 44.7122191777046 47.5699984829001 -54.0244595914147 -120.601542217491 102.076418003786 149.497867652646 98.9968570701353 -27.8296501899586 -108.976131102551 87.6755600643882 -148.657361924091 22.8512567360507 -30.1829293172816 22.5193456714927 34.910642717068 45.2659806091872 22.6445179136308 -59.5363660558828 -31.4232108515873 75.8656383447525 76.1181165955836 39.5583571460852 -0.637711123407625 77.1649589211931 -40.0903836115924 64.7666619729898 120.768233584944 92.8345290522719 -44.426619547939
"8" -1360.82334087419 -919.221684101953 -364.679285704585 165.124849092471 -987.145361864989 98.0085340819986 151.890015492694 -359.226816481917 -404.47806064721 422.319264321731 -237.963699115604 -320.630131021945 9.72708405981072 -62.5409484931694 -207.741442560918 -10.2453502959918 -149.625555154534 -18.9022221672348 -18.9767567166743 -51.5694567746533 -68.8118404196028 -207.182246472395 -47.8436852388263 165.556001990516 -312.968198515372 62.2511096626752 124.982410671667 265.6579498769 -38.5043626587299 191.646483538479 158.060000236495 -42.3266422136874 -49.9502178437395 -55.0491925912232 -37.3681445882474 100.625410823728 89.7509283776788 101.251468064821 11.6451120237561 67.9370408487403 5.16550718793256 34.8430598770193 -173.180981901702 -179.8461594673 -7.80140089804416 -6.04988101978653 -0.679658331233496 127.215173330482 155.431885959625 -53.653760164798 21.8051121360213 173.238912621235 -46.6985473477212 -36.0480723701395 9.31400909731889 -22.6470401680941 186.728582445153 20.5630750421601 46.0800027178584 -80.11862067126 -25.8824138360147 -3.20118686487735 -118.099892112492 102.354246634042 -37.6001093121642 -60.1175769137063 -75.9051059648681 14.4052316960803 93.8936249141226 132.010646312328 -19.4411821481249 61.4432811127424 111.130367081352 -119.224662052465 -66.1570205248356 -48.763690283169 -63.3526185117618 -35.9590597093978 -0.0104623651025545 -40.0196798522625
"9" -1694.9413284908 -404.838709911221 541.042805694417 894.383670386987 -608.508040804188 436.104996120519 -199.74514472119 -272.222375769639 103.625993746222 369.972285157269 -62.8629210050222 -357.574982546122 53.4273210859856 -266.065975020504 -74.275389905243 198.21788980348 -173.038254646148 126.543045853066 -226.930721548165 275.802095902933 -66.4733523770078 -258.809078917301 -92.1201100026327 81.1450765920955 -78.3218692754518 74.7260551122185 -5.93965539515145 18.528688093203 -367.801966986925 129.111546763497 14.7660288838372 -140.792901188699 99.5273720633152 -3.93212804290601 -83.2819707952337 220.612724908592 -86.6457658138852 -131.266109359291 -161.04150838777 -66.5313971070439 -85.3998208260966 -46.7627295690517 28.6075899305085 56.2025892022603 86.9903858426888 123.23950470797 151.250392238308 99.901782875221 68.9368278902599 -36.8607242765566 -38.8600248236875 80.1507198489568 36.8261840352034 -179.870887057565 -162.490238128868 -35.4271166000325 -75.7660913895255 -61.7380072267052 -235.780899296977 112.592326320655 -144.515797751689 20.7462978341234 -13.1104301453616 150.172394248476 -79.0527520283367 15.3706797772632 106.184550234927 -110.163296849002 107.955728090398 79.8770486513718 117.35474825759 27.6613267580498 35.4256583749999 -308.091613431631 8.84248646474934 118.058929771844 58.8098472762013 122.034082518219 51.6435581891913 -14.1863181346893
"10" -474.692966030502 506.83150787613 -1368.89911418481 609.047853368507 -320.434035950279 595.607914125575 -374.23113567305 -414.885205520266 -267.09287814313 513.244067876627 167.302415514712 -42.3581865911648 -285.153582613792 166.911707499861 319.736706680366 -70.0731622180244 371.436120225134 240.020577351171 156.838245205987 469.710365247771 68.5040777437594 -276.075350697531 27.6725631996234 -38.7674247622443 50.4485711406582 -50.0869201991235 -251.44861375326 84.8692371678969 320.288157049187 223.283290211225 -167.432870489092 -102.111135714632 102.521940741989 -84.5969791824503 -32.3471219653385 -66.3068080253395 35.0336128824639 -50.7956551681195 97.344838042296 85.9631392695849 64.4708856783637 36.742061394195 165.685104218731 -9.24398773056268 294.54125943964 205.659202218659 -7.83168245639096 238.390601502108 -52.9114660039831 -98.8213908743823 -64.4477123003038 39.6392927160292 292.84019202227 92.4160802067994 70.0540768349727 186.151676713529 -86.4095502315424 -89.9706678895955 191.066485392696 34.414358639756 -18.5624759034362 32.0486389630916 -62.9134234363789 41.2164457948002 -0.581291725885368 -77.8357016122618 149.569690697443 -101.542081963428 -43.3931839179876 68.7715494505877 94.310934148566 4.55959246514893 8.78795701799233 55.5162505789967 -150.948514195283 -24.7673742505128 33.6994379915182 -84.3679275699044 50.1326415985417 127.824479150934
